company_code,customer_id,business_type_id,customer_name,general_ledger_number,currency_id
US001,ISB348,2,"Collins,Jennifer",102001,1
US001,AAK124,1,"Davis,Teresa",102001,1
US001,WQV144,2,"Massey,Jacob",102001,1
US001,ZSX224,1,"Thompson,William",102001,1
US001,WEZ577,2,"Madden,Christina",102001,1
US001,MZI708,2,"Kemp,Stephanie",102001,1
US001,DPS461,2,"Hernandez,Mary",102001,1
US001,AOQ226,1,"Hunt,William",102001,1
US001,DHW247,1,"Mooney,William",102001,1
US001,KBQ911,1,"Henry,Joseph",102001,1
US001,QGQ664,2,"Delacruz,Linda",102001,1
US001,JZP048,1,"Smith,John",102001,1
US001,VTF824,1,"Mcconnell,Theresa",102001,1
US001,FPO411,2,"Roy,James",102001,1
US001,LCQ390,1,"Martin,Kevin",102001,1
US001,XBC153,2,"Davis,Scott",102001,1
US001,UZQ061,2,"Morse,Amanda",102001,1
US001,XJD225,2,"Olsen,Robert",102001,1
US001,CXS989,1,"Perry,Grace",102001,1
US001,FOY599,2,"Sparks,Joseph",102001,1
US001,DVD419,1,"Watts,Wayne",102001,1
US001,SKY881,1,"Knox,Deborah",102001,1
US001,PFD840,2,"Brown,Joseph",102001,1
US001,JEN011,1,"Sanders,Kenneth",102001,1
US001,GAB919,1,"Knight,Alan",102001,1
US001,XKL459,1,"Carney,Mary",102001,1
US001,RHK394,2,"Pickett,James",102001,1
US001,OBD362,1,"Miller,John",102001,1
US001,GNS796,2,"Thomas,Barbara",102001,1
US001,PQP905,1,"Anderson,Rachel",102001,1
US001,UDJ171,1,"Wilkins,Aaron",102001,1
US001,LFG027,1,"Pickett,Jeffrey",102001,1
US001,EUJ623,1,"Gilbert,Emily",102001,1
US001,CAY469,2,"Mills,Stephen",102001,1
US001,DVO485,2,"Graves,Helen",102001,1
US001,KYL543,2,"Mckenzie,Gary",102001,1
US001,KOG943,1,"Ferguson,Susan",102001,1
US001,FFK631,1,"Adams,Shirley",102001,1
US001,JJH649,2,"Gonzalez,Bradley",102001,1
US001,PIP228,2,"Barker,Karen",102001,1
US001,PEL959,1,"Ray,Michael",102001,1
US001,DET564,1,"Miller,Brenda",102001,1
US001,XVS101,2,"Hanson,James",102001,1
US001,OZC080,2,"Griffin,Carolyn",102001,1
US001,SPO108,1,"Mccormick,Judith",102001,1
US001,WKX969,1,"Hartman,Paul",102001,1
US001,MDG379,2,"Harris,James",102001,1
US001,YCE584,1,"Norton,Sarah",102001,1
US001,AIV830,1,"Cole,Henry",102001,1
US001,KXC692,2,"Campbell,James",102001,1
US001,YLU385,2,"Morris,Michael",102001,1
US001,OJJ839,1,"Moore,Jessica",102001,1
US001,JXU648,1,"Wells,Linda",102001,1
US001,LGW603,1,"Jimenez,Michael",102001,1
US001,DMW753,2,"Bishop,Joe",102001,1
US001,YPB454,2,"Guerrero,Austin",102001,1
US001,LOV791,1,"Stein,Ronald",102001,1
US001,JCO351,2,"Ball,John",102001,1
US001,DMO895,2,"Johnson,Pamela",102001,1
US001,IPJ001,2,"Garza,Mary",102001,1
US001,TQO518,2,"Rhodes,Stephen",102001,1
US001,OHV159,2,"Wilson,Angela",102001,1
US001,QGR336,1,"Burch,Paul",102001,1
US001,HLM922,2,"Martinez,Andrew",102001,1
US001,FHW629,2,"Davis,Robert",102001,1
US001,GXY395,1,"Dixon,Kathleen",102001,1
US001,CIT256,1,"Anderson,Karen",102001,1
US001,OPK366,1,"Baker,David",102001,1
US001,OFW352,2,"Jones,Virginia",102001,1
US001,MGC007,1,"Martinez,Stephen",102001,1
US001,PMW530,2,"Allen,Ryan",102001,1
US001,MOL092,2,"Porter,Samuel",102001,1
US001,XME835,2,"Smith,Laura",102001,1
US001,KRP701,1,"Aguilar,Theresa",102001,1
US001,RJH694,1,"Daniel,Austin",102001,1
US001,ATN628,2,"Sykes,Edward",102001,1
US001,SUY532,2,"Morrison,Rebecca",102001,1
US001,TAW796,1,"Pena,Sarah",102001,1
US001,CVA626,1,"Garza,Dorothy",102001,1
US001,BPW070,2,"Sullivan,Betty",102001,1
US001,RUF818,2,"Morris,Helen",102001,1
US001,AWJ663,1,"Knight,Victoria",102001,1
US001,ACC960,2,"Atkinson,Joseph",102001,1
US001,LNU943,1,"Preston,Kyle",102001,1
US001,FUJ988,2,"Brewer,Anthony",102001,1
US001,NPK980,1,"Johnston,Mary",102001,1
US001,JGQ567,1,"Moore,Andrea",102001,1
US001,ZXQ568,1,"Carter,Scott",102001,1
US001,AAN129,1,"Stephenson,Christian",102001,1
US001,ZJX520,1,"Orr,Timothy",102001,1
US001,QLT323,2,"Parker,David",102001,1
US001,MDF228,2,"Gonzales,Carolyn",102001,1
US001,URS930,1,"Stone,Tyler",102001,1
US001,TJQ865,1,"Hansen,Gregory",102001,1
US001,KTT255,1,"Ellison,Sandra",102001,1
US001,BVM773,1,"Duran,Teresa",102001,1
US001,FAU846,2,"Mitchell,Anthony",102001,1
US001,XBB773,1,"Baxter,Barbara",102001,1
US001,TSL789,1,"Cruz,Angela",102001,1
US001,IWA329,1,"Bell,Jason",102001,1
US001,BIN353,1,"Adams,Edward",102001,1
US001,KYV621,1,"Bailey,William",102001,1
US001,CNK608,2,"Craig,Adam",102001,1
US001,RCV781,1,"Palmer,Eric",102001,1
US001,VQR704,2,"Charles,John",102001,1
US001,CCZ601,2,"Martinez,Edward",102001,1
US001,GOY892,1,"Tanner,Emily",102001,1
US001,ZZW400,1,"Galloway,Wayne",102001,1
US001,XAV333,1,"Snider,Robert",102001,1
US001,UVX044,2,"Bailey,Charles",102001,1
US001,BRS375,1,"Blackburn,Ruth",102001,1
US001,BLV758,1,"George,Jonathan",102001,1
US001,FXO381,1,"Allen,Natalie",102001,1
US001,QUX316,2,"Blevins,Jeremy",102001,1
US001,QEU307,2,"Richardson,Charles",102001,1
US001,NRF012,1,"Randolph,Robert",102001,1
US001,HCL726,2,"Morgan,Martha",102001,1
US001,GNZ096,1,"Williams,Katherine",102001,1
US001,XGP017,2,"Watson,Christine",102001,1
US001,PWY084,2,"Brown,Justin",102001,1
US001,ZVD228,1,"Hunter,Kenneth",102001,1
US001,NDT170,1,"Pena,Nathan",102001,1
US001,HNF746,2,"Davis,Scott",102001,1
US001,ABJ560,2,"Hart,Joshua",102001,1
US001,VBJ414,2,"Ross,Kelly",102001,1
US001,WXV659,1,"Edwards,Timothy",102001,1
US001,FEW067,2,"Mullins,Walter",102001,1
US001,RKB284,1,"George,Emily",102001,1
US001,QDY065,2,"Weaver,Christina",102001,1
US001,OAO484,1,"Dean,Robert",102001,1
US001,QEE665,1,"Harper,Frances",102001,1
US001,JDX589,1,"Neal,Nicole",102001,1
US001,QTB037,1,"Mcfarland,Matthew",102001,1
US001,OWC966,2,"Reid,Robert",102001,1
US001,WMG331,1,"Morris,Brian",102001,1
US001,AIQ638,1,"Harper,Cynthia",102001,1
US001,YNL183,1,"Alexander,Linda",102001,1
US001,HLP399,1,"Alston,Richard",102001,1
US001,ATO793,2,"Gonzales,Alexis",102001,1
US001,YPM319,2,"Obrien,Robert",102001,1
US001,VHY939,2,"Butler,William",102001,1
US001,DYY086,1,"Harris,Joyce",102001,1
US001,XMG670,1,"Ellis,Gregory",102001,1
US001,AEM457,1,"Morales,Joshua",102001,1
US001,CDI811,2,"Thomas,Bobby",102001,1
US001,IWT462,1,"Wagner,Kathryn",102001,1
US001,AOR159,1,"Eaton,Jesse",102001,1
US001,FDY599,1,"Hayes,Matthew",102001,1
US001,EHK476,1,"Hammond,Megan",102001,1
US001,UIR909,1,"Ferguson,Dorothy",102001,1
US001,RJA802,2,"Adams,Cheryl",102001,1
US001,SIT770,2,"Lee,Nathan",102001,1
US001,TYO287,2,"White,Jason",102001,1
US001,OSB493,1,"Brown,Michelle",102001,1
US001,ZBY305,1,"Durham,Louis",102001,1
US001,UFG025,2,"Hines,Steven",102001,1
US001,ENJ675,2,"Stewart,Matthew",102001,1
US001,PGV297,2,"White,Aaron",102001,1
US001,UCU163,1,"Skinner,Dennis",102001,1
US001,IVH060,1,"Harrison,George",102001,1
US001,WAF498,1,"Stokes,Christopher",102001,1
US001,WFL774,2,"Kelly,Robert",102001,1
US001,COZ635,2,"Lopez,Raymond",102001,1
US001,SEY515,1,"Long,Melissa",102001,1
US001,GHJ010,2,"Gonzalez,Deborah",102001,1
US001,GOA599,1,"Montoya,Gloria",102001,1
US001,TWP137,1,"Mcgowan,Betty",102001,1
US001,FML672,1,"Morgan,Matthew",102001,1
US001,TIK072,1,"Hernandez,Richard",102001,1
US001,MMJ054,2,"Sherman,Randy",102001,1
US001,RQZ265,1,"Curtis,Charles",102001,1
US001,QJG082,2,"Hays,Ryan",102001,1
US001,GFS608,1,"Torres,Terry",102001,1
US001,UQY110,2,"Long,Jacob",102001,1
US001,DJC974,2,"Peterson,Michael",102001,1
US001,YBT814,2,"Stuart,Elizabeth",102001,1
US001,UVW046,2,"Jones,Rose",102001,1
US001,ZCO635,2,"Baker,Donna",102001,1
US001,SND645,2,"Herrera,Samuel",102001,1
US001,WPN907,2,"Clark,Thomas",102001,1
US001,KHD651,1,"Ingram,Eugene",102001,1
US001,UEB446,2,"Peterson,Joe",102001,1
US001,LTY309,2,"Jacobs,Carl",102001,1
US001,VJA561,1,"Caldwell,Jacqueline",102001,1
US001,SGB832,2,"May,Robert",102001,1
US001,NFV693,1,"Ross,Edward",102001,1
US001,QMM360,2,"Nieves,Joshua",102001,1
US001,VON922,1,"Klein,Christian",102001,1
US001,CNK910,1,"Townsend,Edward",102001,1
US001,ZPB219,2,"Mays,James",102001,1
US001,JKL715,1,"Young,Ralph",102001,1
US001,WRB556,1,"Roberts,Robert",102001,1
US001,LCZ671,2,"Cox,Charles",102001,1
US001,ETC505,2,"Chan,Kyle",102001,1
US001,PGM138,2,"Roth,Ann",102001,1
US001,JCZ485,1,"Weaver,Jacob",102001,1
US001,RFK123,2,"Simon,Timothy",102001,1
US001,XSM036,2,"Mitchell,Charlotte",102001,1
US001,KCK987,1,"Salazar,Michael",102001,1
US001,XQA410,1,"Moran,Austin",102001,1
US001,LSF987,2,"Richardson,William",102001,1
US001,KFB874,2,"Evans,David",102001,1
US001,ZCI767,2,"Holmes,Rebecca",102001,1
US001,QGB724,2,"Nelson,Brandon",102001,1
US001,ZIZ931,2,"Perry,Patricia",102001,1
US001,YYD894,2,"Benson,John",102001,1
US001,CXB498,1,"Perez,Ronald",102001,1
US001,JIO793,1,"Allen,Eric",102001,1
US001,ZVZ805,1,"Torres,Mary",102001,1
US001,HGM389,2,"Ellis,Grace",102001,1
US001,QQM130,2,"Parker,Margaret",102001,1
US001,EUQ948,2,"Wilkerson,Diane",102001,1
US001,DPA717,2,"Thornton,Dorothy",102001,1
US001,VDU394,2,"Bullock,Brian",102001,1
US001,FTX253,1,"Moore,Mary",102001,1
US001,LXI392,2,"Howard,Brittany",102001,1
US001,NSL532,2,"Willis,Laura",102001,1
US001,ZOP689,1,"Sparks,Anthony",102001,1
US001,XHH843,2,"Thompson,Gary",102001,1
US001,MSP332,2,"Mann,John",102001,1
US001,LAS292,1,"Chase,Noah",102001,1
US001,VGP389,2,"Hawkins,Jessica",102001,1
US001,AGD303,1,"Cunningham,Mark",102001,1
US001,DVO769,1,"Simpson,Heather",102001,1
US001,QQS449,1,"Hudson,William",102001,1
US001,KXH268,1,"Walker,Samuel",102001,1
US001,FMY335,2,"Oconnor,Joseph",102001,1
US001,THS316,1,"Anderson,Alexis",102001,1
US001,TOG089,1,"Decker,Anthony",102001,1
US001,EQD721,1,"Hughes,Timothy",102001,1
US001,YRT379,1,"Peterson,Brian",102001,1
US001,MLE237,2,"Simpson,Joan",102001,1
US001,JTP063,1,"Jackson,Aaron",102001,1
US001,RID200,2,"Williams,Larry",102001,1
US001,IRC956,2,"Miranda,Richard",102001,1
US001,MDJ975,1,"Crosby,Amber",102001,1
US001,VTX411,1,"White,Michael",102001,1
US001,FCD595,2,"Baker,John",102001,1
US001,YGN153,2,"Ellis,Carol",102001,1
US001,YOQ826,2,"Pugh,Eric",102001,1
US001,UYF864,1,"Walker,Lauren",102001,1
US001,WWR141,1,"Harrison,Brian",102001,1
US001,RLH909,2,"Harris,Christina",102001,1
US001,QXS110,1,"Williams,Margaret",102001,1
US001,NJV142,2,"Wood,Donald",102001,1
US001,LXX374,2,"Petersen,Alexander",102001,1
US001,DVZ058,1,"Boyle,Nathan",102001,1
US001,OPY742,2,"Morrison,Stephen",102001,1
US001,HWA702,2,"Diaz,Russell",102001,1
US001,KSG280,1,"Leblanc,Robert",102001,1
US001,PYJ741,1,"Hill,Gloria",102001,1
US001,VLK949,1,"Nelson,Margaret",102001,1
US001,FVR877,1,"Castaneda,Michael",102001,1
US001,ULW897,1,"Kemp,Benjamin",102001,1
US001,QZI098,1,"Martin,Brenda",102001,1
US001,BFE880,1,"Jackson,Stephen",102001,1
US001,JMI678,1,"Luna,Harold",102001,1
US001,VTX752,2,"Carter,Anthony",102001,1
US001,MAS645,1,"King,Matthew",102001,1
US001,EBH998,1,"Roy,Nancy",102001,1
US001,CDO898,2,"Malone,Louis",102001,1
US001,AWD052,2,"Torres,Victoria",102001,1
US001,KJF363,2,"Espinoza,Paul",102001,1
US001,IIB908,2,"Frazier,Kevin",102001,1
US001,UGG248,2,"Martinez,Jesse",102001,1
US001,VHM314,1,"Smith,Robert",102001,1
US001,RGL395,1,"Burgess,Bruce",102001,1
US001,OUX248,1,"Mills,Jacqueline",102001,1
US001,LBB566,1,"Smith,Laura",102001,1
US001,ZBT989,2,"Austin,Margaret",102001,1
US001,BLB541,2,"Murphy,Danielle",102001,1
US001,RZZ406,2,"Carter,John",102001,1
US001,SWB006,2,"Wright,Andrew",102001,1
US001,PNC084,2,"Murray,Helen",102001,1
US001,YYB617,2,"Smith,Carol",102001,1
US001,PYB724,2,"Maynard,Gary",102001,1
US001,KBB179,2,"Baker,John",102001,1
US001,PTD210,1,"Phillips,Nicholas",102001,1
US001,GJO912,2,"Horn,David",102001,1
US001,GNQ517,2,"Lawson,Timothy",102001,1
US001,HTM775,2,"Williams,Thomas",102001,1
US001,LQT627,2,"Martinez,Diane",102001,1
US001,TUN895,2,"Smith,Jeffrey",102001,1
US001,IVY794,1,"Brown,Samuel",102001,1
US001,OIE659,1,"Phillips,Emily",102001,1
US001,GPF901,2,"Rodriguez,Sandra",102001,1
US001,JLG379,2,"Rollins,Billy",102001,1
US001,OMO812,2,"Marsh,John",102001,1
US001,NKZ991,1,"Schultz,Stephanie",102001,1
US001,EZS723,1,"Williams,Emily",102001,1
US001,ZZI002,1,"Williams,Edward",102001,1
US001,UKB795,1,"Johnson,Matthew",102001,1
US001,QJL455,2,"Edwards,James",102001,1
US001,BLD355,1,"Morris,Amy",102001,1
US001,NHL111,2,"Smith,Amy",102001,1
US001,LAF165,1,"Parsons,Melissa",102001,1
US001,UXT823,1,"Parrish,Ryan",102001,1
US001,GLL534,1,"Williams,Richard",102001,1
US001,RXJ770,1,"Allen,Alexander",102001,1
US001,ZUR134,2,"Larson,Billy",102001,1
US001,PDE393,2,"Bowers,Larry",102001,1
US001,ZYG147,2,"Benson,Judy",102001,1
US001,NDC371,1,"Green,Richard",102001,1
US001,XSF339,1,"Jones,Terry",102001,1
US001,MVC690,2,"Murphy,Stephen",102001,1
US001,EMT912,1,"Davenport,Michael",102001,1
US001,XIX595,1,"Weiss,William",102001,1
US001,AYW245,2,"Long,Alexander",102001,1
US001,VUS342,1,"Armstrong,Ronald",102001,1
US001,IYM453,2,"Clark,Jacob",102001,1
US001,ZUQ665,2,"Guerra,Michelle",102001,1
US001,DPN604,1,"Jones,Mary",102001,1
US001,RJF905,2,"Hernandez,Judith",102001,1
US001,ZKE709,2,"Bailey,Kathleen",102001,1
US001,JAR736,2,"Lewis,Patricia",102001,1
US001,SIQ906,2,"Norris,Jose",102001,1
US001,WIJ835,1,"Lang,Nicole",102001,1
US001,DKO468,2,"Ramirez,Joseph",102001,1
US001,SRD098,2,"Benton,Roger",102001,1
US001,UNP252,1,"Grimes,Alexander",102001,1
US001,DQS016,2,"Coleman,Douglas",102001,1
US001,QRQ486,1,"Aguirre,Natalie",102001,1
US001,NWV770,2,"Lamb,Robert",102001,1
US001,LLX375,1,"Fischer,John",102001,1
US001,QEN524,1,"Chandler,John",102001,1
US001,EBZ356,2,"Andrews,Emma",102001,1
US001,VXI109,1,"Walton,Dorothy",102001,1
US001,NGZ186,2,"Hayes,Adam",102001,1
US001,MYP321,2,"Floyd,Louis",102001,1
US001,FBR590,1,"Ward,Kenneth",102001,1
US001,ZZK103,1,"Baker,William",102001,1
US001,ULR984,1,"Simpson,Gloria",102001,1
US001,DSD391,2,"Clark,Kevin",102001,1
US001,YKM390,2,"Green,Nancy",102001,1
US001,IYB720,1,"Lang,Christopher",102001,1
US001,UCT915,1,"Medina,James",102001,1
US001,YJS683,1,"Hickman,Mary",102001,1
US001,JKU137,2,"Rivers,Shirley",102001,1
US001,YHS440,1,"Flores,Ruth",102001,1
US001,UIX445,2,"Thomas,Robert",102001,1
US001,EPZ945,2,"Stephens,James",102001,1
US001,SXS233,2,"Shaw,Lauren",102001,1
US001,GHD204,2,"Wilson,Shirley",102001,1
US001,YNG963,1,"Houston,Kevin",102001,1
US001,NKA525,2,"Phillips,Danielle",102001,1
US001,OTH984,2,"Smith,Donna",102001,1
US001,HCW810,1,"Burton,Ronald",102001,1
US001,YGF600,2,"Browning,Joe",102001,1
US001,IBU572,2,"Randall,Michael",102001,1
US001,TUV091,2,"Stephens,Theresa",102001,1
US001,FXB152,1,"Hill,Emily",102001,1
US001,HBC015,1,"Chavez,Keith",102001,1
US001,CUJ907,2,"Taylor,William",102001,1
US001,EQX541,1,"Johnson,Ruth",102001,1
US001,GMN788,1,"Green,Lisa",102001,1
US001,TCM874,1,"Perez,Mary",102001,1
US001,IEA361,1,"Chapman,Deborah",102001,1
US001,HFG362,1,"Burton,Cheryl",102001,1
US001,EZO232,1,"Jackson,John",102001,1
US001,GQB354,1,"Webb,James",102001,1
US001,NJZ558,1,"Lee,Joseph",102001,1
US001,AJX899,2,"Wagner,Charles",102001,1
US001,XNJ026,1,"Wilkins,Mary",102001,1
US001,IYP909,1,"Hanson,Juan",102001,1
US001,HXW157,1,"Johnson,Jose",102001,1
US001,UNW907,1,"Brooks,Vincent",102001,1
US001,RNZ006,1,"Anderson,Carolyn",102001,1
US001,RDR628,1,"Graham,Matthew",102001,1
US001,BJO636,2,"Montoya,Michael",102001,1
US001,ANB135,2,"Nieves,Raymond",102001,1
US001,YFI818,1,"Henderson,Raymond",102001,1
US001,UYH362,2,"Mullen,William",102001,1
US001,LJY157,2,"Montgomery,Helen",102001,1
US001,UEA409,1,"Landry,Joan",102001,1
US001,LKU341,2,"Larson,Theresa",102001,1
US001,XNY673,1,"Wagner,Emily",102001,1
US001,CIA451,2,"Spencer,William",102001,1
US001,DQY351,2,"Peterson,Alexander",102001,1
US001,BVC270,1,"Sullivan,Heather",102001,1
US001,YUX901,1,"Ellis,Michael",102001,1
US001,HSP655,1,"Beck,Robert",102001,1
US001,TFE871,1,"Holt,Douglas",102001,1
US001,IGA131,2,"Jones,Betty",102001,1
US001,QVL157,1,"Smith,Lawrence",102001,1
US001,NHW535,2,"Allen,William",102001,1
US001,MFX808,1,"Smith,Dylan",102001,1
US001,RJI166,2,"Thomas,Jack",102001,1
US001,IFL629,2,"Porter,Susan",102001,1
US001,MXX594,2,"Martinez,Laura",102001,1
US001,CAS890,1,"Black,Joe",102001,1
US001,PVK435,2,"Mclean,Louis",102001,1
US001,JGB055,1,"Robinson,Frank",102001,1
US001,WIP984,2,"Riley,Timothy",102001,1
US001,QQD115,1,"Hicks,Ethan",102001,1
US001,VFW309,1,"Lopez,Patricia",102001,1
US001,VAP691,2,"Briggs,Gloria",102001,1
US001,KNY073,2,"Wilson,Christopher",102001,1
US001,JNQ996,2,"Ross,Timothy",102001,1
US001,VXD555,2,"Thompson,Kyle",102001,1
US001,MIE964,1,"Williams,John",102001,1
US001,ANP306,2,"Brown,Denise",102001,1
US001,RJP119,2,"Poole,George",102001,1
US001,SFC453,1,"Scott,Andrew",102001,1
US001,QTC552,2,"Mendez,George",102001,1
US001,ZDA525,1,"Bruce,Robert",102001,1
US001,KRY935,1,"Martinez,Carol",102001,1
US001,AFH687,1,"Holland,Rachel",102001,1
US001,MGL868,1,"Chandler,David",102001,1
US001,FLP447,1,"Rodriguez,Kathleen",102001,1
US001,BZK295,2,"Meyer,Kathryn",102001,1
US001,IQG287,1,"Dodson,Rebecca",102001,1
US001,CLL806,1,"Frazier,Kenneth",102001,1
US001,IVY629,1,"Parker,Kathleen",102001,1
US001,RPO079,2,"Daniels,Linda",102001,1
US001,DUH670,2,"Gates,David",102001,1
US001,VPH875,1,"Allen,William",102001,1
US001,RRU195,1,"Walsh,Karen",102001,1
US001,IJK288,2,"Fox,Thomas",102001,1
US001,NHE073,1,"Jenkins,Terry",102001,1
US001,AVO906,2,"Wallace,Kayla",102001,1
US001,JSB371,1,"Jones,Hannah",102001,1
US001,DNW949,2,"Benson,Donald",102001,1
US001,CLT622,2,"Floyd,James",102001,1
US001,YUY901,1,"Snyder,Charles",102001,1
US001,WSD813,2,"Foster,John",102001,1
US001,JNF039,1,"Warren,Nicole",102001,1
US001,PGC388,1,"Edwards,John",102001,1
US001,HAU791,2,"Johnson,Lawrence",102001,1
US001,GTR051,2,"Edwards,Matthew",102001,1
US001,NVD498,2,"Nelson,William",102001,1
US001,HPD554,1,"Davidson,Lauren",102001,1
US001,NXN511,2,"Freeman,Catherine",102001,1
US001,RQL809,2,"Walter,Joseph",102001,1
US001,UGD176,2,"Barnes,Julie",102001,1
US001,TOU765,2,"Martin,Deborah",102001,1
US001,TLC327,2,"Patterson,William",102001,1
US001,YLL554,2,"Mcclure,Kelly",102001,1
US001,ZQD151,2,"Lang,Evelyn",102001,1
US001,ABL687,2,"Hernandez,Mary",102001,1
US001,EUV842,1,"Anderson,George",102001,1
US001,EJD801,1,"Wallace,William",102001,1
US001,FJC227,2,"Robinson,Anna",102001,1
US001,JWQ238,1,"Johns,Bradley",102001,1
US001,PBP558,2,"Maxwell,Eugene",102001,1
US001,XDV140,2,"Porter,Raymond",102001,1
US001,GGR046,2,"Hansen,Robert",102001,1
US001,AKJ450,1,"Battle,George",102001,1
US001,WCW521,1,"Brown,Jordan",102001,1
US001,UMY430,1,"Glover,Linda",102001,1
US001,LFW521,1,"Taylor,Robert",102001,1
US001,JRY723,1,"Wagner,Janice",102001,1
US001,MJW034,2,"Morgan,Eugene",102001,1
US001,ZWU305,1,"Bonner,Pamela",102001,1
US001,SKU945,1,"Brady,Steven",102001,1
US001,VXY346,1,"Robinson,Abigail",102001,1
US001,MZX623,2,"Benton,John",102001,1
US001,FPQ149,2,"Mcclain,Benjamin",102001,1
US001,NNK738,1,"Collins,Ashley",102001,1
US001,AXP857,2,"Clark,Nicholas",102001,1
US001,NKJ396,2,"Workman,Jessica",102001,1
US001,QGE457,1,"Cook,Elizabeth",102001,1
US001,JYJ029,2,"Day,Jesse",102001,1
US001,DER013,2,"Miller,Rachel",102001,1
US001,RWA084,2,"Shelton,Steven",102001,1
US001,NCT863,2,"Lang,Jeffrey",102001,1
US001,TJS966,1,"Patterson,Lauren",102001,1
US001,LIY274,1,"Sparks,Bradley",102001,1
US001,SWE874,1,"Lott,Richard",102001,1
US001,XLG935,2,"Hughes,Jeffrey",102001,1
US001,NRO211,2,"Odonnell,Jessica",102001,1
US001,LMP284,1,"Ramos,Linda",102001,1
US001,KBX795,2,"Todd,George",102001,1
US001,BGT642,1,"Elliott,Alexis",102001,1
US001,PBA663,2,"Mann,Stephanie",102001,1
